bios,country,name
"Troydon Wainwright started writing in his late teens to compensate for his dyslexia. Since words were his weakness, he figured, he would work on them until they became his strength.He's written a novel that he is currently seeking publication for and a bunch of short stories. He hopes in time to become a professional writer. At present, he works as a facilitator to a disabled student.
He also reads his own poems at various open mic poetry events around Cape Town.Awards:
1st in Easter Province Inter Schools Sign Writing Contest 1995
3rd SFSA's Nova Short Story Contest 2009
Runner up in ZigZag's Surf Magazine's Reader's Story 2011",South Africa,"Complexities
Complexities are simplicities compounded
Layered reasons, paper-thin,
Folded into reams,
Stacked on top of each other
A billion simplicities
Interconnected and throbbing
To know one is to glimpse all
To gaze down the marrow chamber of its spine, Fate's Music
Fate plays all of us to a tune we don't know
Thou at times we dance to its beat
But who prey tell is the conductor
Is it us with our dreams
And songs in our heads
Or does destiny make
The music that moves us
Are we improvising
Or is it written
I would wager both are on stage
That we are at our best when in harmony
Only these things are certain
We are not alone in this orchestra
We all have our diminuendos and crescendos
We all lend our strains to the symphony
And the curtain falls on us all, Through darkness
How deep was the darkness that enveloped me
And for years of youth was all to see
How much hurt and scorn can a boy take
And what kind of man do they make, Yet all the innocence lost, never to return
Set a blaze in me a fire to learn, Once it drove me to be the best
Now I lay that ghost to rest
I have nothing to prove,
My life has shown
Out of the dirt an oak has grown, Though at times afraid
I shan't yield to the frightening
The darker the clouds
The brighter the lightening, Should the darkness impinge once more
It will find me as it did before"
"Trudy grew up in Lusaka, Zambia in a culturally mixed household and moved back to Nairobi during Kenya's move into a multiparty state which fueled her patriotic spirit. Her love for the arts, dance, painting, writing and stage performance in her formative years was key in shaping her world-view and she is intrinsically a seeker, a lover of God, truth, authenticity and inspiration.She holds a BA in Communications from Daystar University.Changing Winds is her first title about observations, angst and hope.",Kenya,"I think I can dance !, Sikuti.¶ under the mugumo tree, No expert judge or accolades for me, But my sway and stance cause an appreciative glance, From friends and family, As I dance under the mugumo tree, Taraab.¶ oh flavor of coastal fever, Stories and lessons enshrined in melody, Of sainthood and sensuality, Spoken music, movement's easy, Rhythmic, Yes as I dance under the palm tree, Nyatiti.¶ oh nostalgic memoirs playing, Pulsating beat inwardly thundering, Hurriedly, delaying, hurriedly, delaying, Foot stomping, body bopping, Majestic pomp and waist twisting, Yes as I dance under any tree, Appreciation of mix and variation, Rhythmic interpretation of beat, song and dance combination, Our cultures an array of great mastery of art,, Danced and sang naturally,, Everyone an innate expert, The Maasai's chant and incredible feat of fl air, Such a sight once they jump without a care, Yes our cultures are distinct as our dance, our beat, When we strum the strings and thump the drum, one can't bear to just sit, Without invitation our bodies obey, No thought or direction, The bodies sway and twist with perfection, Yes as we dance under any tree"
"Tshegofatso Sebitloane better known as .úMaikutlo.ù is a singer, writer and poet from the capital city of the North West in Mafikeng. Poetry and word expression has been and is still a large part of her life. Maikutlo started exploring her passion for poetry and word expression six years ago through the talent development and nurturing programme called Expressions under Lyv Promotions created by Tolamoetlile Kgobokoe aimed at nurturing up and coming artists from all art disciplines. This platform launched her artistic career.WORKS TO DATE
* In 2007 she worked on Nite of Words .ì Blood Love which was a Poetry Showcase which went to Grahamstown Arts Festival and later showcased in Mmabana theatre in Mafikeng. The production directed by Modise Ngwato had fresh dose of poetry, comprising of music and writing skills.
* 2008- North west finalist in the Lentswe Poetry Competition
* 2009- featured in Molemi's Motzamai- Rebel without a pause album under lyv Records track 10 titled Maikutlo A re www.lyv.co.za
* 2010- Performed at the 30th celebration of the North West University Gala dinner with special guests like the Rector Professor Dan Kgwadi and the Alumni of the University from previous years.
* 2011-Took part in the Africa Celebration on the Mmabana Park hosted by the Rastafarian Movement in Mafikeng
* Part of a stage theatre play held in the North West University directed by Kgafela oa Magogodi
* 30 October 2011- Featured in show by Botswana Folklore Artist- Ntirelang Berman hosted at the Mmabana theatre
* 2011- Performed at the Cheese and Wine event hosted by the North West FM radio station
* 4 December 2011- took part as one of the performers in the Art resolve weekend sharing the stage with live performances by Molemi, Quincy K, Kgafela oa Magogodi and Marabele, Mpho ya Badimo former radio presenter of the reggae Show- Moribo wa Raggae.
* 2011- Seta year Closing Gala dinner booked by The Department of Sports Arts and Culture in Mooifoniten
* 13 February 2011- performed at Public Internet Access and Visual impaired library launch- dsac in- Mmabana Taung grounds
* Currently holds the position of vice chairperson of a poetry Group based in the North West University Campus by the name of 5th Groove.",South Africa,"I am a writer and speaker of words
For sometimes, just sometimes I spit a rhyme over the rhythmic ticking of time
And I let.¶.
My voice resound and sound like the sounds of our sirens
That screams of our silent screams of distant dreams, Ke motswana sekgantswana sa mmala o motswana
Mphe maleme a sekete ka one ke tlerole
Ke tsose lerole
Nthwese serwalo sa poko mme sa bodidi o se nthole
Gonne, baba mponang ka setswano bare ke tswana le moswi rre po
Mme baba nkitsing bare ke bodipa jaaka ka yone poo
O tla intshwarela
Ka gore
ke mohurutshi
Mo ana tshwening
Mo tshwening o kgatla
O makopo
O senosi se mengwe
Ke ikokobeditse
Ke ritibetse
Like trees that grow beside quite waters
Ke segofaditswe ke MAIKUTLO"
"Tshepiso Konopi is an academic and Wits Graduate, actor, poet, drama and voice trainer and theatre director. He has been a theatre practitioner for a number of years. Over these years he's had the opportunity to present his work to a myriad of audiences nationally and internationally. He's also collaborated with acclaimed artists and academics who have helped to carve his career in the arts.His interest and focus in theatre has been directed toward developing artists who are skilled enough to compete on national and international platforms. Currently he is involved in the development of an actor training model which concentrates on helping actor peak their performance abilities. With this model he has since produced a number of articles, actors and productions.Also, he is a Senior Drama Tutor at Mmabana in Mafikeng, a co-founder of Konopi Media .ì a company that specializes in the production of various media solutions ranging from, publications, audio-visual products to drama based training simulations for sales representatives and managers in the corporate sector.",South Africa,"This is a South African poem
A real poem about the 18hundreds
The Khoisan
1965
76
Mandela's triple six
Hertzog's hex on black people
Credo Mutwa
The Chitauri
The zulu fury in Foslorus
The shitty life in the Juksei river
The broken spears
The tenth floor
Electrocution
Bought freedom
shit
This is a South African poem
It bleeds
It complains
It's Tswana
It's Xhosa
It's zulu
It's white
Black
Coloured with a South African accent
Chinese
Indian
Zambian
Malawian
It's twelve languages
It's the prison cells
The apartheid
The shit
The puss
The dis ease
A true South African poem
That reflects on Shaka Zulu
Sol Plaatjie
The spear against the rifle
The bible f@#king black culture
Zuma
Motlanthe
Malema
Shit
Shibambo
Mines
Nationalization
Marikana
Marijuanna
Rastas
Christians
Zionists
Freaks
Boers
Whites
De klers
The freedom front
New releases
Hip hop rap
Shit
Seasons
The prisons
Terreblache
The avalanche of apartheid
This is an apartheid poem
A south African poem
A white poem
A black poem
A Tsepo Wa Mamatu
Poem play
Explosion
A drop of shit in a pit toilet
A South African poem
A Lefifi Tladi vomiting on our heads poem
It's a poem you really have to hear
A Keolebigile Kwaile piece
A Lebo Mashile poem
A Lesego Rampolokeng public address
A Kgafela wa Magogodi blast of the word
Listen
This is a South African poem
That has no respect for shit
It is what it is
An it shall continue when I feel like it, What
Son don't ask me to write a love poem
This is a Steve Biko piece
An Eskia Mphahlele this is a rotten world poem
A Wits poem
An academic piece of shit
A South African poem
A ver woerd mutha f@#king poem
An NP piece
An wole soyinka please talk to Buthelezi poem
This is a f@#ked up South African poem
A shit poem
That echoes Mugabe
1994
1993
Boere mag
Voetsek!
This is a South African poem.¶
Broadcast on what's app
BBM
Facebook
F@#k you
This is a South African poem.¶.."
"Tswarelo Mothobe h.t.b.k.a (Happy To Be Known As) A Scribe Called Tswa is a Bulawayo born and based writer, dramatist and poet.He has graced the Mlom'Wakho Poetry Slam Stage, The House of Hunger Poetry slam, major local festivals like HIFA, Intwasa, Shoko & Ibumba Arts Festivals and has performed at SANAA in South Africa.He has also facilitated various writing and performance workshops with school children over the years resulting in new generations of poets being born in Bulawayo. Currently hosting Mlom'Wakho Poetry Slam every month, he is working on his 1st poetry and music project with the working title, Remember and has written and is directing a series of plays.",Zimbabwe,"With a Pen
A child will come to understand the meaning in their name
A tribe will retrace their pathway to the beginning of their totem
A people might preserve their culture for tomorrow's generations
A simple prophecy in graffiti on a city wall some rock paintings
In a song book a poet might begin an existence
Injustice will begin to see his nemesis in the distance
The simplest words might inspire a mother's strength for her children
When love and laughter are prescribed for a family as their medicine
Planets in rotation in a cypher will write life a hook
Didn√≠t Ayi Kwei preserve our history in the pages of unpublished books?
Matigari told of the wisdom alive in ones reading of the modern stars
The tales of freedom in this hunger that houses burning butterflies
Bantu liked our beauty and consciousness in the depth of apartheid
Oa Magogodi mic√≠d it in our first language, spoken word
We recite it on stages and pages upon which the unspoken will be heard
If in the beginning was the word, then someone must have understood that with a pen
A lonely heart will dwell in remembrance, the beauty of life with a loved one
A politician will authorize the massacre of protestors taking a father from a daughter and son
A starved soul will protest silently against that which has made him weak
A writer will alter the language a people's consciousness speaks
An oppressive system will draw up title deeds depriving people of their ancestral home
I will write all night to inspire you and go back home all alone
An officer will incarcerate a man that refuses to bribe him and
A sick mind will stab to death another life with a pen
An artist will dwell in solitude with a pen
Politicians will steal many ballot boxes with a pen
Voices will not be silenced by violence with a pen
Ideas won√≠t die unseen
Recorded for tomorrow with a pen
Retrieved from yesterday with a pen
Yet today some will be too afraid to hold a pen in their hand"
"Uche Uwadinachi also called Flames .ì Priest of poetry, is a spoken word artist and the author of poetry collection SCAR in the HEART of pain and it's Spoken Word audio Album.
He is the winner of ANA Lagos (Association of Nigerian Authors) Poetry Performance Festival Prize 2006 and Pakistan June .òPoetrycraze' contest 2009. 2nd Prize Poetry Winner of Ken Saro-Wiwa Contest, USA 2010, won the June Loudthotz Poetry contest 2011 and directed the overall winning Poetry performance of district 5 Education Board for the Lagos State Jam Feast Competition 2011, his poems have been published in the .òLime Jewel' collection-London 2010 and other publications. His poetry performances has been seen on Bookshelves-LTV8, 9ja TV, Tinapa Trade Expo 2008, Lagos State Trade Fair EKO-EXPO 20011, Wordslam 1,2,3 & 4, Poetry Potter, Potters Lounge, Anthill, Pen Society among others, presently, he is an independent television presenter with Konto Music and works towards his new spoken-word-rap album titled E'FI MI LE' joo'or.",Nigeria,"I have seen
The four walls
Coated with gory hand-prints
Of criminals and suspects
In-scripting awkwardness
Pleading for a public presentation, I stared at slogans
Screaming.¶.
.úwe die.¶innocent.ù
.úi was here.ù
.úand so what.ù
.úare you the president?.ù
.údem go fire me.ù
.úna today.ù
.ú.¶save us.ù, My heart tears my eyes
And the graffiti spawns
Ceaselessly.¶, My head smothers
As ravaging foul odour
Of urine and shit
Shutters me to worship
At the walls of unending scars
With my own .úcraze-words.ù., Hell is cell!
The black bowl
Smiths into a black hole
Bloats for the unborn convict
Guilty .ì of life, wanting to survive
.¶raiding flames at night
.¶beaming red in flight
.¶yellow coal for ice
Collies for the burning
Of our already hurt hearts., .úPollease.ù.¶police
Poll for faults
Lease of crimes
To catch and lock our lives
Into the bloating black hole
Of a cell., And so
The walls persist
A writing cry of the weak
Dying.¶to die today
And died.¶. Tomorrow
WILL DIE NO MORE."
"Unathi Slasha under the nom de plume .òDark-blood the bard' is a spoken word artist, performer, literature enthusiast, poet, short story writer born in 1989, emerging from a small township named Dispatch in the Nelson Mandela Bay, infamous of its extremely high rate of illiteracy and dearth of artistic activism. A glimmer of hope carried out by this well-read young man determined to be a positive model and a trendsetter among his peers and set a perfect example for the up-and-coming young people in his community through performance art, with an undisputed aptitude.
His love for performance poetry commenced when he got introduced to poetry sessions by a friend who was a poet. From there, he got influenced and imbued with passion to start writing. He consistently contains an influential and enticing manipulation of words, with a flawless poetry and a unique phraseology and diction. On stage he is known for his spirited and energetic delivery and controversial style that comes out as a blend of street style yet literary poetry that involves socio political issues and historic events that tend to take any audience aback.His love for African literature is evidenced by the allusions and complex metaphors and intertextuality prevalent in most of his poetry .ì spoken word.
He aims at using his writings as an apparatus to inform and to instigate social reforms: to individuals who wish to be products of change in the society at large: he creates a personal pressure that frog-march them to do research about their identities and roots. Since he commenced his journey of performances and circulation around the different parts of the Eastern Cape, KZN and in the Western Cape, he has been receiving respect and love from each and every single person that has witnessed his pure talent and energy on stage.
One of his short stories and a few of his analytical poems have been published in an annual literary Journal called Ntinga, and as well as in the publication called Expressions within both of these publications were/are initiatives of arts and culture and the Nelson Mandela Metropolitan University's department of language and literature. During the operation of the 2013 Africa Cup of Nations, when some of the matches where held in PE, he was one of the performers that kept the crowd intrigued with his revolutionary and unconventional poetry at the PE Opera House theatre.
He has performed in East London at one of the most prominent platforms known as the Soul Clap Sessions organized and hosted by Ipoetry KaNkqo. The Bard was one of the indelible artists that had an outstanding theatrical performance at the annual Grassroots Arts Festival held in Motherwell. He was one of the four first PE artists to make an appearance in the yearly Hip-hop event .ì The Final Touchdown in Alice. The bard has performed as a guest poet at the Love Life Music is Life mini Festival that was held In Uitenhage at Willow Dam in 2013. In 2012 he was one of the poets that were chosen to facilitate and demonstrate spoken word to high school pupils during the poetry workshops that were held in September during the National Book week at the Red Location Museum in New Brighton. The Bard has performed at the 2013 Nelson Mandela Bay Book fair that had the likes of Ntsiki Mazwai, Don Mattera, Lesego Rampolokeng, Niq Mhlongo, Motsoko Pheko, Ayanda Billie and other remarkable renowned authors and poets.
He has also co-founded NMMU's foremost spoken word and poetry society called the Resonance Poetry Movement, along with Sisonke Papu and Azola Dayile .ì which they have successfully managed to launch.
He has also worked with the NMMU International Office and the Centre for the Advancement of non-Racialism and Democracy (CANRAD) in the NMMU Africa Week in a public lecture delivered by Prof. James Ogude (University of Pretoria) in remembrance of the late Chinua Achebe and his impact on the African literature landscape. He has been featured as a one of the performers at the first ever two days poetry festival in the Nelson Mandela Bay: Praat Poetry Festival, which hosted Lebo Mashile and Lesego Rampolokeng as guest poets.
He is a regular performance poet at the Elements of Hip-hop sessions that are monthly held in Motherwell and at the Culture Consciousness weekly sessions. He was once headlined at the PE Opera House YiYo (An Opera house initiative that focuses on solo artists granting them a platform for discussion, performance and constructive criticism on their respective art forms.)
Every single person who claims to love poetry and is an art enthusiast is obliged to show respect to the craft of this young wordsmith as he continues to make major moves. He believes to be the embodiment and the rhetorical speaker for the neglected poor through his spoken word that he enthusiastically utters.",South Africa,"Since I am black
I am still knocking on closed doors
with broken handles
Begging for a small change
submitting thanks and praises
To God for nothing we got this far
Sounds strange
Like believing crime pays
When you benefit benefits for the day
To get by without having to buy by coins
Make a living of the daily ordinary don'ts'
By collecting all the bad points
Mobilize them
To get food into storage
Like food residues
We remain the rejects from the throne
Been blown
Thrown
Beaten by sticks and stones
Pistols and batons brought bruises
Broken backs and bones
Moans and groans
Were daily poems
However
We are still strong
Standing tall like a grandfather clock
Trying to live clean but they offer filthy jobs
To be done soon
Gave us goons
Took away the books
Like we are only good for hewing wood
And fetching water from the river
Rivers filled with filth and absolute filth
How could we possibly build firm homes
With sandstones
When you took away the flesh
And gave us dry bones?
Nowadays my streets and corridors
Are sprayed with a stunning graffiti
Called blood spills
My sisters are steelworks
They manufacture infants that are steel
Not still born but born to still stay stable
Steadfastly stand the storms with stances
That are stone strong.
Well according to my ancestral traces and traits, I am not a stranger to the planet dubbed blacks
Liable to preposterous attacks
Caused by the rugged rags
I rock bottom from top to bottom
That's how I blossomed from riches to rags
The tall story goes on. . .
Commenced by the veterans
Who voted for this freedom and democracy
You enthusiastically proclaim
Well this is not 76
I insist this is not 76
But in the streets
I am still rioting, boycotting prejudice
And skin colour bribery
Police brutality
Human rights violation
Public harassment callousness
Where is black consciousness?
When we are susceptible to reliance
Poor domestic servants and peasants
each year
we are there
to dare
voting for the black Verwoerds' and Malans're incarnated
Let's vote for the black Verwoerds' and Malans're incarnated.
We cannot just rest
we need a fresh installation disc
of black consciousness
my consciousness and conscience calls
what about yours?
My spirit sobs
When my time machine slide shows me
Of how blacks were taken to the dogs
They think it's nice to live a dog's life in a dog's house
Lost touch with much
Now
I only have poetry to spout!
Poetry of blacks!
Black concepts forsaken
This was taken
From the recycle bins of your daily trivialities
Of unspoken forbidden realities and mysteries
Of blacks who gradually dragged their
Identities &amp; histories into the deep gloomy
Rooms of non-existent western philosophies
From the cocky coons
Who casted their customs
For common commodities
My poetry is a photographic slideshow
That constantly
Play video tapes of unsung
Forgotten heroes
The tip of my tongue
Is a host for Sobukwe's and Biko's ghosts
Spitting tantrums
Like who the hell marked our
Traditions and cultures with dark spots
Like dominoes?
The question is intended to be rhetorical
But only if you view with one eye like a monocle
I hold the answers to ransom
until you open Your Third Eye vision
so envision what's missing. . ."
"Vangi began performing seriously in 2005 but has been writing most of her life. She had her first real break performing at Rhyme Alive at the Moonbox Theatre in Pretoria (2005), where she shared a stage with (amongst others) Lebo Mashile.Since then she has been privileged enough to perform alongside Makhosazana Xaba, Natalia Molebatsi, SALA Poetry recipient Phillippa Yaa De Villiers and Def Poetry poet Saddi Khali to name a few.",South Africa,"I'm sorry
I've been unkind to you
I've hurt you
somewhere along the way
I forgot
you were conceived on a perfect night
out of a perfect love
a beautiful pearl nestled inside a cold
salty wetness
that defies growth
a soft light transformed a dark shell
into layers of brilliance
I didn't believe a pearl like you could grow
out of a girl like me, I gave you away to undeserving strangers
let their grimy fingers taint your splendour
let their lies trick you into believing
you had been fashioned in a dingy sweatshop
Made in China
bargained to the lowest bidder
it was me who scratched you
cut you
tried to stitch you up with twigs and dirty lace
left you out in the sun too long
I didn't believe a pearl like you could grow
out of a girl like me, I'm sorry
I didn't know how to handle you"
"Victoria-Anne Bulley is a British-born Ghanaian poet and writer based in London. She is an alumna of the Barbican Young Poets and is a member of the Burn After Reading collective, established by poet Jacob Sam-La Rose.  In 2010, her poem <strong>The Photograph</strong> was published in the anthology <strong>Did I Tell You? 131 Poems for Children in Need</strong>, alongside the work of Patience Agbabi. Graduating from the University of Kent in 2013 with a BA in English and Drama, she is currently pursuing an MA in Postcolonial Studies at SOAS, University of London. Her work is an exploration of the limits of knowledge and the body; cultural origins and a search for wholeness. She is working towards her first collection.
",United Kingdom,"It exists in knots but nobody will say
how it appeared there, why, who snitched
and stitched it up, or when., It makes the shark's teeth cut as they do
when they slit enamel into bone easy
as plugs into coy sockets. , Does the K have a temper? Perhaps it should
because it sounds like a can't. Change the a to
a u and it sounds like washing your mouth out with soap., This is a litany against the commonwealth of
anger displaced onto the K.
The K is not okay, the K is the most misunderstood, ignored, indentured
letter of all. But K is a creature
unlike any else. Insouciance magical., What and why and where did it never exist
until now? Until now. Till before, where when Kemetic,
Kush, Khan, Kryptos, Knight, Afrika, Amerikkka .ì hey bambaataa you , three Ks in a row that mean death. K where a C
used to be .ì watch me now .ì means a new life
existence evicted from exile into now, into the before-now,
don't ask how yet, but,
home again., Not all pretty words end in Cs and easy-Es. Not all
language is Romantic but all language is
loved and lived through so, don't touch her hair
don't say her name, it has a K in it
that don't belong to you."
"Vincent Nwilo who writes under the pseudonym Nwilo Bura-Bari, Vincent was born on the 15th day of September 1987 in Rivers State, Nigeria. He had his formative education in the city of Port Harcourt under harsh conditions .ì from dilapidated facilities to subhuman living spaces like the violence-ridden Mile 3 and Ogbunabali. He chose poetry and the short-story as mediums for the expression of his anger. Stories from Bori and other Poems, is his first collection of poems. He is the founder of Words Not Swords. He is a screenwriter.",Nigeria,"To every windfall that comes at drought
And every free rides that comes on rainy days
We would rise!
Above deaf ears with meaningful words
And poverty with meaningful faith, To all the sunrise in the world
And the beautiful songs that ease pains
We would rise
Above speculators
And loud cheers, To life's greatest gift of love
And man's strangest organ called mind
We would rise
To love and to hold
To care and to show, Let's throw up hands and bubble
Let's throw up strength and fix painful lashes
For we would rise
Above powers and principalities
Ogoni, we would rise!"
Vladmir Peter is a poet based in Dar es Salaaam Tanzania. ,Tanzania,"my mirror speaks of a reflection
as innocent as it's own judgement.
The inner sides it fails to mention,
would show a bloody mess if opened.
I torture what brings me pain,
and shelter what feeds me gain.
My eyes are not all white,
hence I see both coloured and black.
still, a stone that crushes blindly,
is your title for my poetry.
as if my will is what moves me,
when my deal is like yours, fully.
you have a god, we call fate.
one you feel, one I met.
you have wings and tamed birds,
I am the beast on my gates.
and just like you,
my chains, make me break.
only unlike you,
my demons, show my face."
"Vuyelwa Maluleke is a Joburg-born writer and poet who grew up in a township. She describes herself as a storyteller: .úIt is when I am most honest. It is also the hardest thing to do for me, to hand my work over so publicly to audiences. But the sharing between the audience and myself generates an immediacy that is like church. There is so much magic there..ùVuyelwa began competitive poetry in 2012 winning theTEWOP Poetry Slam and the DFL Lover and Another 2012 Johannesburg Regionals. She has performed on various stages in Johannesburg. She graduated in 2013 with a BADA at the University of Witwatersrand, and was awarded the Leon Gluckman Prize 2013, for the student with the most creative piece of work.",South Africa,"I know I may not have you for long
so while you sleep, I roll myself next to you
feel the honey sticky of your cheek against mine
and get myself stuck.
Man!
if you weren't sleeping
you'd like it as much as i do then tell me
its an .òunsolicited violation of your personal space'
you won't mean this
by now I can predict your clouds
when you tell me you're dangerous
I have no reason to doubt this about you
you are a tired quilt of women,
a patch work of petrol fires that burn when you're awake in the absence of your father,
your hands remind me of home-the warm bed, my fathers distance.
you?
you remind me of no other lover
you don't do it on purpose, I like this.
so I give you a shelf , in a wardrobe of a flat im renting out
the vacant assurance
that you'll be here
tomorrow
i'm not stupid, i know we're not for keeps
still, I wish I was the only place you hung your shirts
I wish you'd stencil my hand over the aches,
I will always be here to
to plant healing with chicken soup
and handsome adjectives
and it will cost me nothing.
But you'd tell me that
breath like memory is not loyal
that tomorrow I could build myself a temple
on someones elses collar bone
write better poetry to sail there and worship there
Five times a day, with love as it is
hot then cold- it's in that 3am shiver
that our spines tell tales on us
of the lovers before
the teeth in their hands
the treasures they were given
and not given,
all the while carving stone shelters in the soft caves of backs
they would abandon when your laughter no longer brought out the stars for them
while you sleep
I catch the saxhorn growl in your chest
match its crescendo with mine
we make good music
This is where you belong.
you never say yes
never stay long enough to share the grocery bill with me
I bury myself with you anyway
you don't notice how deep.
Your lips, are red sirens littered with commas
I want so badly to hear them speak yes.
Instead knowing you are someone else's
I follow the fists your eyes make against your nightmares.
I think damn he must be a hero behind those brown doors."
"Wandile Ganya grew up in Western Cape South Africa. He is currently a student at the University of Stellenbosch. He started writing poetry at a very young age, he enjoys both classic and contemporary poetry, and also has a keen interest in philosophyHis first collection of poems titled <strong>Divine Interspace </strong>is a<span style=""font-family: Calibri,Verdana,Helvetica,Arial;""><span style=""font-size: 12pt;"">vailable as an ebook on Amazon, Kalahari, Exclusive books, and GoodBooks.",South Africa,"The impression
A fine stroke upon dull canvas;
Who could have foretold? 					, That so bland an art would stir so vivid a remembrance
Of distant voices in some sunlit vision
Of long forgotten thoughts and quietened dreams, like the rise
Of mammoth tides upon the sounding of Triton's horn, arise
Like spirits amid the dense flames of creation
Summoned from the sacred sepulchre;					, Ascend heavenwards in renewed esteem,
Seething beyond freedom's zenithal bounds,
in pursuit of purpose more divine, The vetkoek
Now,
nearer I come
towards the vetkoek 						           with
too great and insatiable
an appetite
to indulge
a fleeting sense					, The desire,
hangs
tremulous
on the tongue and palate, swings,
pirouettes
and charges	 , like an acrobat on trapezes
and with impelling force				, moves my idle hands
in purposeful motions,
to seize
and devour
the vetkoek.¶"
"Wangari Ngugi is the daughter of the late Ngugi Wa Mirii. She was born in exile in Harare, Zimbabwe and thus goes by the name .òdaughter of exile'. She is inspired to write by her experiences growing up as well as current economic, social and political issues affecting our world today.She is a passionate performer who hopes to be published by the end of 2011, who is currently working on a book as well as a compilation of her poetry. She has written two poems for the .òWe want Peace' campaign spear headed by Emmanuel Jal aimed at creating awareness about the need for global action to prevent war in Sudan. Her work can also be found www.myndz-community.com where she blogs occasionally.",Kenya,"I have been running for so long
I have forgotten what it is
that is chasing me.
But I dare not stop!, Yes like the others
I will carry on running,
they say, if you stop,
you seize to be,
it catches you,
sinks its claws into you
and rips you apart,
there is no turning back,
so like the others I carry on running!, I am not afraid, never was to begin with,
curious yes, but not afraid because,
Pain I have seen and heard
but I have never felt,
never felt the sting,
never has the venom flowed deep within my veins,
paralyzing my soul,
never have I felt its blade
slice through my limbs or
gunshots tear through my flesh,
never have I felt hunger pangs rip through my insides.
Never been whipped till my black turned blue,
never been kicked and punched till my bones went snap!, I was lucky, I was shielded from the sadists
who craved my blood, they say my armor
is still shiny and new,
theirs have dents,
they have history,
they have life,
and they have character.
but I feel my case is worse off than theirs,
worse off than those that felt the pain!
I have scars, deep rooted scars.
Dedan Kimathi's cuffs dangle from my wrists,
Nyayo house whips tattooed on my back, generations
of tears burned into my skin! I have scars!
All they see is my shiny unscathed self
and a tongue too heavy to carry its mother tongue.
Words spoken like a drunken whore slurry
and unsure like a baby antelope.
How can my people say they protected me
when my mouth does not speak and my hears
do not hear what my ancestors say!
Gibberish! Gibberish all I speak is English.
Tell me, who is free?
Is it I the born free or
them that know who it is
and what it is we never stop running from,
never stop hiding from,
never stop fighting!!!, Is knowledge freedom or is freedom knowledge,
I have neither so what does that make me?
A rootless tree, without freedom of mind how can I be free,
without freedom of tongue how can I be free???
Look at me! Do I look free to you?
I am a prisoner of the worst kind,
a daughter of exile., A child born in prison on foreign land.
Chained and shackled by my own.
A child judged before I existed,
rejected by my government,
rejected by my people.
I fear everything,
I am afraid not of what I run from but of the one I run with,
I am not afraid coz I am not free, I am afraid coz I am not me!!
So when I arrive tell me, who will I be with if I am not with me!
I am the girl from nowhere who shall return from where she came!"
"Wanjiku Mwaurah is an African pearl. She has graced numerous performance stages; she has performed alongside some of the leading African poets like Mphutlane Wa Bofelo (South Africa), Qbibo Intalektual (Swaziland) Napo Masheane (South Africa) at the Johannesburg Arts Alive international festival, held in Johannesburg in 2010. She also graced the stage at Arusha Poetry club among other events.She goes beyond poetry and has been heartily involved in awareness raising campaigns for the cerebral palsy condition (art4acause .ì 2010), while playing mentor and role model to many upcoming artists in the field.She has achieved a lot; having been crowned Slam Africa Queen (Aug 2009), named as the featured poet severally at Kwani Open Mic, Poetry Spot, Jukwaani Festival in 2009, Sawa Sawa Festival 2011, SAMOSA festival 2012 and was one of the guest artists at a highly charged poetry night at the Story Moja Hay Festival 2012.Her book, The Flow of My Soul is a bridge between her spoken word and reflections of a times before her. Currently, she writes screen plays and facilitates poetry workshops as well as performing.",Kenya,"Fall
Like these waters
Fall
Stumble down from up above and
Fall
Trip on your lace and let go
Because by so doing you connect with nature
Fall
Let words scramble out of your mouth
Fall
Let emotions spill from your heart
Fall
May reason overflow from your conscience
Fall.
And the rise to show them all you learned, Fall
Open up your eyes and see
Fall
Learn to love without holding back
Fall
Take a moment to catch your breath
Fall
Let someone else show you they care
Fall
Hurt not your back but just your stance
Fall
Close your eyes and see the light
Fall
And see the world from down below
Just Fall"
